route,hour,total_in
Route 1 Red Cliffs (A),12,328
Route 1 Red Cliffs (A),13,234
Route 1 Red Cliffs (A),14,325
Route 1 Red Cliffs (A),15,469
Route 1 Red Cliffs (A),16,394
Route 1 Red Cliffs (A),17,358
Route 1 Red Cliffs (A),18,166
Route 1 Red Cliffs (A),19,192
Route 1 Red Cliffs (A),20,68
Route 1 Red Cliffs (A),21,11
Route 1 Red Cliffs (A),22,0
Route 1 Red Cliffs (A),23,0
Route 1 Red Cliffs (A),0,0
Route 1 Red Cliffs (A),1,0
Route 1 Red Cliffs (A),2,0
Route 1 Red Cliffs (A),3,0
Route 1 Red Cliffs (A),4,0
Route 1 Red Cliffs (A),5,24
Route 1 Red Cliffs (A),6,130
Route 1 Red Cliffs (A),7,177
Route 1 Red Cliffs (A),8,220
Route 1 Red Cliffs (A),9,162
Route 1 Red Cliffs (A),10,181
Route 1 Red Cliffs (A),11,219
Route 1 Red Cliffs (A),12,321
Route 1 Red Cliffs (A),13,199
Route 1 Red Cliffs (A),14,309
Route 1 Red Cliffs (A),15,421
Route 1 Red Cliffs (A),16,365
Route 1 Red Cliffs (A),17,324
Route 1 Red Cliffs (A),18,146
Route 1 Red Cliffs (A),19,151
Route 1 Red Cliffs (A),20,66
Route 1 Red Cliffs (A),21,21
Route 1 Red Cliffs (A),22,0
Route 1 Red Cliffs (A),23,0
Route 1 Red Cliffs (A),0,0
Route 1 Red Cliffs (A),1,0
Route 1 Red Cliffs (A),2,0
Route 1 Red Cliffs (A),3,0
Route 1 Red Cliffs (A),4,0
Route 1 Red Cliffs (A),5,24
Route 1 Red Cliffs (A),6,130
Route 1 Red Cliffs (A),7,178
Route 1 Red Cliffs (A),8,217
Route 1 Red Cliffs (A),9,163
Route 1 Red Cliffs (A),10,183
Route 1 Red Cliffs (A),11,226
Route 1 Red Cliffs (A),12,323
Route 1 Red Cliffs (A),13,207
Route 1 Red Cliffs (A),14,319
Route 1 Red Cliffs (A),15,431
Route 1 Red Cliffs (A),16,375
Route 1 Red Cliffs (A),17,326
Route 1 Red Cliffs (A),18,147
Route 1 Red Cliffs (A),19,150
Route 1 Red Cliffs (A),20,66
Route 1 Red Cliffs (A),21,9
Route 1 Red Cliffs (A),22,0
Route 1 Red Cliffs (A),23,0
Route 1 Red Cliffs (A),0,0
Route 1 Red Cliffs (A),1,0
Route 1 Red Cliffs (A),2,0
Route 1 Red Cliffs (A),3,0
Route 1 Red Cliffs (A),4,0
Route 1 Red Cliffs (A),5,24
Route 1 Red Cliffs (A),6,130
Route 1 Red Cliffs (A),7,174
Route 1 Red Cliffs (A),8,235
Route 1 Red Cliffs (A),9,153
Route 1 Red Cliffs (A),10,178
Route 1 Red Cliffs (A),11,219
Route 1 Red Cliffs (A),12,328
Route 1 Red Cliffs (A),13,201
Route 1 Red Cliffs (A),14,309
Route 1 Red Cliffs (A),15,421
Route 1 Red Cliffs (A),16,379
Route 1 Red Cliffs (A),17,327
Route 1 Red Cliffs (A),18,142
Route 1 Red Cliffs (A),19,147
Route 1 Red Cliffs (A),20,66
Route 1 Red Cliffs (A),21,8
Route 1 Red Cliffs (A),22,0
Route 1 Red Cliffs (A),23,0
Route 1 Red Cliffs (A),0,0
Route 1 Red Cliffs (A),1,0
Route 1 Red Cliffs (A),2,0
Route 1 Red Cliffs (A),3,0
Route 1 Red Cliffs (A),4,0
Route 1 Red Cliffs (A),5,24
Route 1 Red Cliffs (A),6,130
Route 1 Red Cliffs (A),7,174
Route 1 Red Cliffs (A),8,215
Route 1 Red Cliffs (A),9,160
Route 1 Red Cliffs (A),10,181
Route 1 Red Cliffs (A),11,233
Route 1 Red Cliffs (A),12,319
Route 1 Red Cliffs (A),13,205
Route 1 Red Cliffs (A),14,311
Route 1 Red Cliffs (A),15,428
Route 1 Red Cliffs (A),16,370
Route 1 Red Cliffs (A),17,333
Route 1 Red Cliffs (A),18,143
Route 1 Red Cliffs (A),19,150
Route 1 Red Cliffs (A),20,67
Route 1 Red Cliffs (A),21,8
Route 1 Red Cliffs (A),22,0
Route 1 Red Cliffs (A),23,0
Route 1 Red Cliffs (A),0,0
Route 1 Red Cliffs (A),1,0
Route 1 Red Cliffs (A),2,0
Route 1 Red Cliffs (A),3,0
Route 1 Red Cliffs (A),4,0
Route 1 Red Cliffs (A),5,24
Route 1 Red Cliffs (A),6,130
Route 1 Red Cliffs (A),7,187
Route 1 Red Cliffs (A),8,215
Route 1 Red Cliffs (A),9,154
Route 1 Red Cliffs (A),10,180
Route 1 Red Cliffs (A),11,221
Route 1 Red Cliffs (A),12,323
Route 1 Red Cliffs (A),13,204
Route 1 Red Cliffs (A),14,322
Route 1 Red Cliffs (A),15,420
Route 1 Red Cliffs (A),16,366
Route 1 Red Cliffs (A),17,326
Route 1 Red Cliffs (A),18,143
Route 1 Red Cliffs (A),19,148
Route 1 Red Cliffs (A),20,66
Route 1 Red Cliffs (A),21,9
Route 1 Red Cliffs (A),22,0
Route 1 Red Cliffs (A),23,0
Route 1 Red Cliffs (A),0,0
Route 1 Red Cliffs (A),1,0
Route 1 Red Cliffs (A),2,0
Route 1 Red Cliffs (A),3,0
Route 1 Red Cliffs (A),4,0
Route 1 Red Cliffs (A),5,24
Route 1 Red Cliffs (A),6,130
Route 1 Red Cliffs (A),7,195
Route 1 Red Cliffs (A),8,228
Route 1 Red Cliffs (A),9,185
Route 1 Red Cliffs (A),10,193
Route 1 Red Cliffs (A),11,222
Route 1 Red Cliffs (A),12,322
Route 1 Red Cliffs (A),13,202
Route 1 Red Cliffs (A),14,309
Route 1 Red Cliffs (A),15,429
Route 1 Red Cliffs (A),16,373
Route 1 Red Cliffs (A),17,339
Route 1 Red Cliffs (A),18,144
Route 1 Red Cliffs (A),19,150
Route 1 Red Cliffs (A),20,66
Route 1 Red Cliffs (A),21,8
Route 1 Red Cliffs (A),22,0
Route 1 Red Cliffs (A),23,0
Route 3 West Side Connector (Inbound),0,0
Route 3 West Side Connector (Inbound),1,0
Route 3 West Side Connector (Inbound),2,0
Route 3 West Side Connector (Inbound),3,0
Route 3 West Side Connector (Inbound),4,0
Route 3 West Side Connector (Inbound),5,3
Route 3 West Side Connector (Inbound),6,185
Route 3 West Side Connector (Inbound),7,302
Route 3 West Side Connector (Inbound),8,289
Route 3 West Side Connector (Inbound),9,353
Route 3 West Side Connector (Inbound),10,318
Route 3 West Side Connector (Inbound),11,351
Route 3 West Side Connector (Inbound),12,351
Route 3 West Side Connector (Inbound),13,221
Route 3 West Side Connector (Inbound),14,345
Route 3 West Side Connector (Inbound),15,331
Route 3 West Side Connector (Inbound),16,333
Route 3 West Side Connector (Inbound),17,167
Route 3 West Side Connector (Inbound),18,155
Route 3 West Side Connector (Inbound),19,118
Route 3 West Side Connector (Inbound),20,78
Route 3 West Side Connector (Inbound),21,16
Route 3 West Side Connector (Inbound),22,0
Route 3 West Side Connector (Inbound),23,0
Route 3 West Side Connector (Inbound),0,0
Route 3 West Side Connector (Inbound),1,0
Route 3 West Side Connector (Inbound),2,0
Route 3 West Side Connector (Inbound),3,0
Route 3 West Side Connector (Inbound),4,0
Route 3 West Side Connector (Inbound),5,3
Route 3 West Side Connector (Inbound),6,185
Route 3 West Side Connector (Inbound),7,302
Route 3 West Side Connector (Inbound),8,282
Route 3 West Side Connector (Inbound),9,348
Route 3 West Side Connector (Inbound),10,304
Route 3 West Side Connector (Inbound),11,344
Route 3 West Side Connector (Inbound),12,351
Route 3 West Side Connector (Inbound),13,220
